xVals,yVals
0.149956354,0.005901428
0.173026562,0.0068374
0.19609677,0.00766053
0.219166978,0.008682761
0.242237187,0.009543551
0.265307395,0.01080445
0.288377603,0.01158886
0.311447811,0.013192764
0.33451802,0.014753241
0.357588228,0.016647547
0.380658436,0.018468605
0.403728644,0.020111038
0.426798853,0.021698874
0.449869061,0.023337744
0.472939269,0.024564568
0.496009477,0.026246352
