-0.0322266 0.476254
-0.0322156 0.476257

-0.0322153 0.476257
-0.0320435 0.476312

-0.0320435 0.476312
-0.0318604 0.476371

-0.0318604 0.476371
-0.0316772 0.476429

-0.0316772 0.476429
-0.0316413 0.47644

-0.031641 0.47644
-0.0314941 0.476487

-0.430211 0
-0.43021 0.00146484

-0.43021 0.00146484
-0.43021 0.00292969

-0.430209 0.00292969
-0.430208 0.00439453

-0.430208 0.00439453
-0.430207 0.00585938

-0.430207 0.00585938
-0.430206 0.0065918

-0.430206 0.0065918
-0.430205 0.00732422

-0.430205 0.00732422
-0.430205 0.00805664

-0.0314941 0.476487
-0.031311 0.476545

0.54126 0.269412
0.541184 0.269531

-0.430205 0.00805664
-0.430204 0.00878906

-0.430204 0.00878906
-0.430202 0.0102539

0.603882 0.126042
0.603803 0.126343

-0.343397 0.1875
-0.343323 0.187683

-0.230146 0.356873
-0.22998 0.357035

0.196289 0.494158
0.196472 0.49413

-0.430202 0.0102539
-0.430199 0.0117188

0.196472 0.49413
0.196655 0.494102

0.541992 0.268261
0.541883 0.268433

0.196655 0.494102
0.196838 0.494074

0.541809 0.268549
0.541767 0.268616

0.603803 0.126343
0.603708 0.126709

0.541767 0.268616
0.54165 0.268799

0.603882 0.126042
0.603899 0.125977

0.541809 0.268549
0.541883 0.268433

-0.031311 0.476545
-0.0311279 0.476603

0.541626 0.268837
0.541417 0.269165

-0.430032 0.328125
-0.430032 0.328308

0.196838 0.494074
0.197021 0.494045

-0.430032 0.328308
-0.430032 0.328491

-0.343323 0.187683
-0.343323 0.187684

0.197205 0.494017
0.197193 0.494019

-0.343323 0.187684
-0.343249 0.187866

-0.22998 0.357035
-0.22996 0.357056

-0.0311279 0.476603
-0.0310646 0.476624

-0.22996 0.357056
-0.229797 0.357215

-0.430199 0.0117188
-0.430197 0.0131836

-0.430197 0.0131836
-0.430194 0.0146484

-0.430194 0.0146484
-0.430192 0.0161133

-0.229797 0.357215
-0.229773 0.357239

0.541417 0.269165
0.5413 0.269348

-0.229773 0.357239
-0.229614 0.357394

-0.343249 0.187866
-0.343175 0.188049

-0.343175 0.188049
-0.34314 0.188136

-0.34314 0.188136
-0.3431 0.188232

0.197205 0.494017
0.197388 0.493988

0.197021 0.494045
0.197193 0.494019

0.197388 0.493988
0.197571 0.49396

0.603708 0.126709
0.603612 0.127075

0.603612 0.127075
0.603563 0.127258

0.603516 0.12744
0.603563 0.127258

-0.229614 0.357394
-0.229586 0.357422

-0.430032 0.328491
-0.430032 0.328674

-0.430032 0.328674
-0.430032 0.328857

-0.430032 0.328857
-0.430032 0.329041

-0.0310644 0.476624
-0.0309448 0.476661

-0.0309448 0.476661
-0.0307617 0.476719

-0.3431 0.188232
-0.343026 0.188416

-0.0307617 0.476719
-0.0305786 0.476777

-0.0305786 0.476777
-0.0304855 0.476807

-0.0304853 0.476807
-0.0303955 0.476835

0.197571 0.49396
0.197754 0.493931

0.54126 0.269412
0.5413 0.269348

0.541626 0.268837
0.54165 0.268799

-0.430032 0.329041
-0.430031 0.329224

-0.430031 0.329224
-0.430031 0.329407

-0.430031 0.329407
-0.430031 0.32959

0.602783 0.130189
0.602734 0.130371

0.543091 0.266521
0.543041 0.266602

0.603127 0.128906
0.603029 0.129272

0.543274 0.26623
0.543271 0.266235

-0.343026 0.188416
-0.342957 0.188587

0.543457 0.265938
0.543386 0.266052

-0.0303955 0.476835
-0.0302124 0.476893

0.197754 0.493931
0.197937 0.493902

-0.0302124 0.476893
-0.0300293 0.47695

0.197937 0.493902
0.19812 0.493873

0.19812 0.493873
0.198303 0.493844

-0.0300293 0.47695
-0.0299039 0.47699

0.198486 0.493815
0.19836 0.493835

-0.0299037 0.47699
-0.0298462 0.477008

-0.0298462 0.477008
-0.0296631 0.477065

-0.342957 0.188586
-0.342952 0.188599

-0.430031 0.32959
-0.430031 0.329773

-0.342952 0.188599
-0.342877 0.188782

-0.430031 0.329773
-0.430031 0.329956

0.603029 0.129272
0.602931 0.129639

-0.430031 0.329956
-0.430031 0.330139

0.198303 0.493844
0.19836 0.493835

0.543274 0.26623
0.543386 0.266052

0.198486 0.493815
0.198669 0.493786

0.198669 0.493786
0.198853 0.493757

-0.342877 0.188782
-0.342802 0.188965

0.198853 0.493757
0.199036 0.493728

0.199036 0.493728
0.199219 0.493699

-0.430031 0.330139
-0.430031 0.330322

-0.430031 0.330322
-0.430031 0.330505

-0.430031 0.330505
-0.430031 0.330688

0.543271 0.266235
0.543156 0.266418

-0.430031 0.330688
-0.430031 0.330872

-0.430031 0.330872
-0.430031 0.331055

0.543091 0.266522
0.543156 0.266418

0.602931 0.129639
0.602833 0.130005

0.602833 0.130005
0.602784 0.130188

0.602783 0.130189
0.602784 0.130188

0.602734 0.130371
0.602635 0.130737

0.6026 0.130867
0.602586 0.13092

0.199585 0.49364
0.19951 0.493652

0.199585 0.49364
0.199768 0.493611

0.199768 0.493611
0.199951 0.493581

-0.229586 0.357422
-0.229431 0.357573

-0.229431 0.357573
-0.229398 0.357605

-0.229399 0.357605
-0.229248 0.357752

-0.229248 0.357752
-0.229211 0.357788

-0.229211 0.357788
-0.229065 0.35793

-0.0296631 0.477065
-0.02948 0.477123

-0.229065 0.35793
-0.229023 0.357971

-0.430192 0.0161133
-0.430189 0.0175781

-0.430189 0.0175781
-0.430188 0.0183105

-0.430031 0.331055
-0.430031 0.331238

-0.430188 0.0183105
-0.430187 0.019043

0.544189 0.264766
0.544187 0.264771

-0.342802 0.188965
-0.342773 0.189036

0.544006 0.26506
0.543958 0.265137

-0.02948 0.477123
-0.0293199 0.477173

-0.229024 0.357971
-0.228882 0.358109

0.199951 0.493581
0.200134 0.493552

-0.228882 0.358109
-0.228835 0.358154

-0.228836 0.358154
-0.228699 0.358287

-0.228699 0.358287
-0.228647 0.358337

-0.228648 0.358337
-0.228516 0.358465

-0.430186 0.019043
-0.430185 0.0197754

-0.430185 0.0197754
-0.430184 0.0205078

-0.430184 0.0205078
-0.430184 0.0212402

-0.430184 0.0212402
-0.430183 0.0219727

-0.342773 0.189036
-0.342728 0.189148

-0.342728 0.189148
-0.342653 0.189331

-0.342653 0.189331
-0.34259 0.189484

-0.228516 0.358466
-0.228459 0.358521

-0.22846 0.358521
-0.228333 0.358643

-0.228333 0.358644
-0.228271 0.358704

-0.228271 0.358704
-0.228149 0.358821

-0.228149 0.358821
-0.228082 0.358887

0.200134 0.493552
0.200317 0.493522

-0.228083 0.358887
-0.227966 0.358999

0.200317 0.493522
0.2005 0.493493

0.200684 0.493463
0.200644 0.493469

0.2005 0.493493
0.200644 0.493469

0.199219 0.493699
0.199402 0.49367

0.199402 0.49367
0.19951 0.493652

0.544187 0.264771
0.544073 0.264954

0.200684 0.493463
0.200867 0.493433

-0.0293197 0.477173
-0.0292969 0.47718

-0.430183 0.0219727
-0.430182 0.0227051

-0.430182 0.0227051
-0.430181 0.0234375

-0.34259 0.189484
-0.342578 0.189514

-0.342578 0.189514
-0.342503 0.189697

-0.430031 0.331238
-0.430031 0.331421

-0.342503 0.189697
-0.342428 0.18988

0.602586 0.13092
0.602536 0.131104

-0.342428 0.18988
-0.342407 0.189931

0.200867 0.493433
0.20105 0.493403

-0.227966 0.358999
-0.227893 0.35907

0.20105 0.493403
0.201233 0.493373

-0.227894 0.35907
-0.227783 0.359176

-0.0292969 0.47718
-0.0291138 0.477237

-0.227783 0.359176
-0.227704 0.359253

-0.0291138 0.477237
-0.0289307 0.477294

-0.227705 0.359253
-0.2276 0.359354

-0.0289307 0.477294
-0.0287476 0.477352

-0.0287476 0.477352
-0.0287336 0.477356

0.201233 0.493373
0.201416 0.493343

-0.430031 0.331421
-0.430031 0.331604

0.201782 0.493283
0.201761 0.493286

0.201416 0.493343
0.201599 0.493313

0.544006 0.26506
0.544073 0.264954

0.6026 0.130867
0.602635 0.130737

0.544556 0.264177
0.544415 0.264404

0.602417 0.131541
0.602336 0.131836

-0.2276 0.359354
-0.227515 0.359436

0.602536 0.131104
0.602486 0.131287

-0.0287333 0.477356
-0.0285645 0.477409

-0.430031 0.331604
-0.430031 0.331787

-0.0285645 0.477409
-0.0283813 0.477465

-0.342407 0.189931
-0.342353 0.190063

-0.0283813 0.477465
-0.0281982 0.477522

0.544739 0.263882
0.544642 0.264038

-0.0281982 0.477522
-0.0281444 0.477539

-0.227515 0.359436
-0.227417 0.359531

0.602486 0.131287
0.602436 0.13147

-0.227417 0.359531
-0.227325 0.359619

0.602417 0.131541
0.602436 0.13147

0.201599 0.493313
0.201761 0.493286

-0.342353 0.190063
-0.342278 0.190247

0.201782 0.493283
