0 0 0 0.36 -0.59 0.999986
0 0 1 0.0833333 0.17 0.294475
561 0.01 0 0.36 -0.589993 0.999949
561 0.01 1 0.0833333 0.160013 0.294348
1111 0.02 0 0.36 -0.589987 0.999952
1111 0.02 1 0.0833333 0.150027 0.294351
1661 0.03 0 0.36 -0.589992 0.999954
1661 0.03 1 0.0833333 0.14004 0.29435
2211 0.04 0 0.36 -0.589997 0.999957
2211 0.04 1 0.0833333 0.130054 0.294356
2761 0.05 0 0.36 -0.589997 0.999961
2761 0.05 1 0.0833333 0.120068 0.294359
3311 0.06 0 0.36 -0.589997 0.999964
3311 0.06 1 0.0833333 0.110082 0.294362
3861 0.07 0 0.36 -0.589996 0.999968
3861 0.07 1 0.0833333 0.100096 0.294366
4411 0.08 0 0.36 -0.589995 0.999971
4411 0.08 1 0.0833332 0.0901106 0.294369
4961 0.09 0 0.36 -0.589997 0.999976
4961 0.09 1 0.0833332 0.0801252 0.294376
5555 0.1 0 0.36 -0.589995 0.99998
5555 0.1 1 0.0833332 0.0701405 0.294382
6898 0.11 0 0.443333 -0.467786 0.867362
7885 0.12 0 0.443333 -0.469656 0.867396
8600 0.13 0 0.443333 -0.471515 0.867459
9215 0.14 0 0.443333 -0.473362 0.867553
9779 0.15 0 0.443333 -0.475202 0.86768
10352 0.16 0 0.443333 -0.477028 0.867841
10919 0.17 0 0.443333 -0.478839 0.868036
10919 0.17 1 1.41393e-07 -0.465186 0.00199485
11470 0.18 0 0.443333 -0.480633 0.868268
11470 0.18 1 1.41386e-07 -0.470209 0.00253437
12020 0.19 0 0.443333 -0.482402 0.868535
12020 0.19 1 1.4137e-07 -0.475122 0.00453424
12570 0.2 0 0.443333 -0.484157 0.868839
12570 0.2 1 1.41365e-07 -0.479745 0.00291954
13120 0.21 0 0.443333 -0.485898 0.869178
13120 0.21 1 1.41363e-07 -0.484266 0.00399786
13670 0.22 0 0.443333 -0.487615 0.869555
13670 0.22 1 1.41351e-07 -0.488696 0.00321456
14220 0.23 0 0.443333 -0.489311 0.869967
14220 0.23 1 1.41352e-07 -0.4931 0.00373202
14770 0.24 0 0.443333 -0.490984 0.870415
14770 0.24 1 1.41304e-07 -0.497514 0.00336775
15320 0.25 0 0.443333 -0.492627 0.870898
15320 0.25 1 1.41265e-07 -0.501905 0.00361884
15870 0.26 0 0.443333 -0.494253 0.871416
15870 0.26 1 1.4123e-07 -0.506206 0.00345274
16420 0.27 0 0.443333 -0.495858 0.87197
16420 0.27 1 1.41196e-07 -0.510349 0.0035673
16982 0.28 0 0.443333 -0.497441 0.872559
17547 0.29 0 0.443333 -0.498999 0.873183
18133 0.3 0 0.443333 -0.500524 0.873841
18683 0.31 0 0.443333 -0.502037 0.874532
19233 0.32 0 0.443332 -0.503517 0.875256
19783 0.33 0 0.443332 -0.50497 0.876012
20333 0.34 0 0.443333 -0.506397 0.876798
20883 0.35 0 0.443332 -0.507801 0.877615
21433 0.36 0 0.443333 -0.509177 0.878461
21983 0.37 0 0.443332 -0.510527 0.879336
22555 0.38 0 0.443332 -0.511851 0.880239
22555 0.38 1 1.29723e-08 -0.555064 0.00186307
23105 0.39 0 0.443332 -0.513145 0.88117
23105 0.39 1 1.29717e-08 -0.558008 0.00149676
23655 0.4 0 0.443332 -0.514417 0.882129
23655 0.4 1 1.2971e-08 -0.560958 0.00159003
24205 0.41 0 0.443332 -0.515665 0.883114
24205 0.41 1 1.29698e-08 -0.563899 0.00158855
24755 0.42 0 0.443332 -0.516877 0.884126
24755 0.42 1 1.29713e-08 -0.566797 0.00158549
25305 0.43 0 0.443332 -0.518074 0.885164
25305 0.43 1 1.29709e-08 -0.569626 0.0015854
25855 0.44 0 0.443332 -0.519237 0.886228
25855 0.44 1 1.29684e-08 -0.572391 0.00158562
26405 0.45 0 0.443332 -0.520378 0.887317
26405 0.45 1 1.29674e-08 -0.575083 0.00158517
26955 0.46 0 0.443332 -0.521491 0.888429
26955 0.46 1 1.29659e-08 -0.577695 0.00158499
27505 0.47 0 0.443332 -0.522584 0.889566
27505 0.47 1 1.29607e-08 -0.580223 0.00158507
28055 0.48 0 0.443332 -0.523648 0.890726
28055 0.48 1 1.29588e-08 -0.582669 0.00158468
28605 0.49 0 0.443332 -0.524675 0.89191
28605 0.49 1 1.29568e-08 -0.585035 0.00158488
29155 0.5 0 0.443332 -0.525679 0.893116
29155 0.5 1 1.29564e-08 -0.587322 0.00158513
29705 0.51 0 0.443332 -0.52666 0.894346
29705 0.51 1 1.29543e-08 -0.589514 0.00158484
30255 0.52 0 0.443332 -0.52762 0.895599
30255 0.52 1 1.29555e-08 -0.591609 0.00158491
30805 0.53 0 0.443331 -0.528554 0.896875
30805 0.53 1 1.29573e-08 -0.593614 0.00158517
31355 0.54 0 0.443332 -0.529454 0.898176
31355 0.54 1 1.29545e-08 -0.595553 0.00158515
31905 0.55 0 0.443332 -0.530324 0.899498
31905 0.55 1 1.29474e-08 -0.597439 0.00158505
32455 0.56 0 0.443332 -0.531168 0.900845
32455 0.56 1 1.29441e-08 -0.599293 0.00158967
33016 0.57 0 0.443332 -0.53198 0.902215
33597 0.58 0 0.443332 -0.532754 0.903611
34147 0.59 0 0.443332 -0.533506 0.905031
34697 0.6 0 0.443332 -0.53422 0.906478
35247 0.61 0 0.443331 -0.534897 0.907951
35797 0.62 0 0.443332 -0.535543 0.909454
36347 0.63 0 0.443332 -0.536153 0.910985
36897 0.64 0 0.443331 -0.536715 0.912547
37447 0.65 0 0.443331 -0.537229 0.91414
37997 0.66 0 0.443331 -0.537703 0.915766
38547 0.67 0 0.443332 -0.538129 0.917423
39097 0.68 0 0.443331 -0.53851 0.919109
39647 0.69 0 0.443331 -0.538845 0.920822
40197 0.7 0 0.443332 -0.539148 0.922559
40747 0.71 0 0.443331 -0.539409 0.924319
41297 0.72 0 0.44333 -0.539636 0.926099
41847 0.73 0 0.443331 -0.539829 0.927901
42397 0.74 0 0.443331 -0.539992 0.929721
42947 0.75 0 0.443331 -0.540122 0.931558
43497 0.76 0 0.443331 -0.540222 0.933412
44047 0.77 0 0.443331 -0.540294 0.935283
44597 0.78 0 0.443329 -0.540337 0.937168
45177 0.79 0 0.44333 -0.540351 0.939071
45756 0.8 0 0.443331 -0.540337 0.940989
46337 0.81 0 0.443331 -0.540296 0.942921
46887 0.82 0 0.443331 -0.540227 0.944867
47453 0.83 0 0.443331 -0.540132 0.946826
47453 0.83 1 1.7614e-09 -0.66688 0.00054751
48003 0.84 0 0.443331 -0.540012 0.948797
48003 0.84 1 1.75736e-09 -0.668284 0.000819133
48583 0.85 0 0.442039 -0.541133 0.95188
48583 0.85 1 1.75721e-09 -0.669767 0.000816312
48583 0.85 2 3.27575e-07 -0.280859 0.498312
48583 0.85 3 0.00129164 -0.105521 0.57508
49133 0.86 0 0.442039 -0.540955 0.953896
49133 0.86 1 1.75801e-09 -0.671376 0.000816185
49133 0.86 2 3.2765e-07 -0.280735 0.499889
49133 0.86 3 0.00129164 -0.107066 0.570264
49683 0.87 0 0.442039 -0.54075 0.955924
49683 0.87 1 1.75875e-09 -0.673068 0.000816449
49683 0.87 2 3.27643e-07 -0.28132 0.499239
49683 0.87 3 0.00129164 -0.108651 0.56537
50280 0.88 0 0.442039 -0.540518 0.957964
50280 0.88 1 1.75915e-09 -0.674774 0.000816452
50280 0.88 2 3.27644e-07 -0.282015 0.498626
50280 0.88 3 0.00129164 -0.110268 0.560354
50921 0.89 0 0.442039 -0.54026 0.960017
50921 0.89 1 1.76003e-09 -0.676439 0.000816664
50921 0.89 2 3.27225e-07 -0.284272 0.499156
50921 0.89 3 0.00129164 -0.111922 0.555178
51498 0.9 0 0.442039 -0.539976 0.96208
51498 0.9 1 1.76113e-09 -0.678041 0.000816659
51498 0.9 2 3.27678e-07 -0.289335 0.502239
51498 0.9 3 0.00129164 -0.113618 0.549826
52048 0.91 0 0.442039 -0.539669 0.964155
52048 0.91 1 1.76113e-09 -0.679541 0.000816245
52048 0.91 2 3.27434e-07 -0.297661 0.508342
52048 0.91 3 0.00129165 -0.115353 0.544314
52598 0.92 0 0.442039 -0.539336 0.966239
52598 0.92 1 1.76197e-09 -0.680903 0.000816928
52598 0.92 2 3.27596e-07 -0.309056 0.517052
52598 0.92 3 0.00129165 -0.117119 0.538662
53242 0.93 0 0.442039 -0.538973 0.968335
53242 0.93 1 3.27575e-07 -0.323301 0.528211
53242 0.93 2 0.00129165 -0.118908 0.532907
53792 0.94 0 0.442039 -0.538588 0.970442
53792 0.94 1 3.27361e-07 -0.339771 0.541996
53792 0.94 2 0.00129165 -0.120716 0.527088
54375 0.95 0 0.442039 -0.538175 0.972558
54375 0.95 1 3.27534e-07 -0.357779 0.558269
54375 0.95 2 0.00129165 -0.12255 0.521233
54925 0.96 0 0.442039 -0.537732 0.974685
54925 0.96 1 3.2769e-07 -0.376205 0.576387
